_id,ServiceId,ClientId,OperationCount,TransactionTimeStamp,Service,Status
"ObjectId(""5fb3c380b75a66f7d92a3263"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:12.248Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c380b75a66f7d92a3264"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:12.319Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c380b75a66f7d92a3265"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:12.326Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c380b75a66f7d92a3266"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:12.385Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c380b75a66f7d92a3267"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:12.524Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c380b75a66f7d92a3268"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:12.595Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c39bb75a66f7d92a3269"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:39.100Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c39db75a66f7d92a326a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:41.822Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c39fb75a66f7d92a326b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:43.964Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3a0b75a66f7d92a326c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:44.001Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3a0b75a66f7d92a326d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:44.152Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3a0b75a66f7d92a326e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:44.207Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3a0b75a66f7d92a326f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:44.335Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3a0b75a66f7d92a3270"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:44.436Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3a1b75a66f7d92a3271"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:45.175Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3a1b75a66f7d92a3272"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:45.227Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3b5b75a66f7d92a3273"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:05.409Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3b7b75a66f7d92a3274"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:07.913Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3bab75a66f7d92a3275"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:10.173Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3bab75a66f7d92a3276"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:10.604Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3bab75a66f7d92a3277"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:10.670Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3bab75a66f7d92a3278"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:10.718Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3bab75a66f7d92a3279"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:10.830Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3bab75a66f7d92a327a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:10.863Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3bbb75a66f7d92a327b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:11.093Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3bbb75a66f7d92a327c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:11.216Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3dcb75a66f7d92a327d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:44.139Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a327e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.064Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a327f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.170Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a3280"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.256Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a3281"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.452Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a3282"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.460Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a3283"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.537Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a3284"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.564Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a3285"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.698Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3e0b75a66f7d92a3286"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:36:48.759Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3fab75a66f7d92a3287"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:14.750Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3feb75a66f7d92a3288"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:18.482Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3ffb75a66f7d92a3289"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:19.060Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3ffb75a66f7d92a328a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:19.255Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3ffb75a66f7d92a328b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:19.496Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3ffb75a66f7d92a328c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:19.766Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c3ffb75a66f7d92a328d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:19.841Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c400b75a66f7d92a328e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:20.062Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c400b75a66f7d92a328f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:20.194Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c400b75a66f7d92a3290"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:20.930Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c419b75a66f7d92a3291"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:45.872Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41bb75a66f7d92a3292"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:47.916Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41cb75a66f7d92a3293"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:48.771Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41db75a66f7d92a3294"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:49.445Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41eb75a66f7d92a3295"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:50.146Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41eb75a66f7d92a3296"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:50.206Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41eb75a66f7d92a3297"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:50.547Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41eb75a66f7d92a3298"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:50.691Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41eb75a66f7d92a3299"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:50.742Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c41eb75a66f7d92a329a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:37:50.982Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c434b75a66f7d92a329b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:12.570Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c437b75a66f7d92a329c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:15.385Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c43bb75a66f7d92a329d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:19.276Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c43cb75a66f7d92a329e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:20.048Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c43cb75a66f7d92a329f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:20.381Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c43cb75a66f7d92a32a0"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:20.984Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c43db75a66f7d92a32a1"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:21.015Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c43db75a66f7d92a32a2"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:21.514Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c43db75a66f7d92a32a3"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:21.748Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c43db75a66f7d92a32a4"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:38:21.872Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c513b75a66f7d92a32a5"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:41:55.978Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c514b75a66f7d92a32a6"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:41:56.094Z""""",Footbal Nigeria,0
"ObjectId(""5fb3cc5ce566a674ed4d3b6d"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:13:00.327Z""""",Footbal Kenya,0
"ObjectId(""5fb3cc8ce566a674ed4d3b6f"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:13:48.480Z""""",Footbal Kenya,0
"ObjectId(""5fb3cc96e566a674ed4d3b71"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:13:58.589Z""""",Footbal Kenya,0
"ObjectId(""5fb3cca4e566a674ed4d3b77"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:12.580Z""""",Footbal Kenya,0
"ObjectId(""5fb3cca4e566a674ed4d3b78"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:12.580Z""""",Footbal Kenya,0
"ObjectId(""5fb3cca4e566a674ed4d3b79"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:12.580Z""""",Footbal Kenya,0
"ObjectId(""5fb3cca4e566a674ed4d3b7a"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:12.580Z""""",Footbal Kenya,0
"ObjectId(""5fb3cca4e566a674ed4d3b7b"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:12.580Z""""",Footbal Kenya,0
"ObjectId(""5fb3ccb6e566a674ed4d3b81"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:30.135Z""""",Footbal Kenya,0
"ObjectId(""5fb3ccb6e566a674ed4d3b82"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:30.135Z""""",Footbal Kenya,0
"ObjectId(""5fb3ccb6e566a674ed4d3b83"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:30.135Z""""",Footbal Kenya,0
"ObjectId(""5fb3ccb6e566a674ed4d3b84"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:30.135Z""""",Footbal Kenya,0
"ObjectId(""5fb3ccb6e566a674ed4d3b85"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:14:30.135Z""""",Footbal Kenya,0
"ObjectId(""5fb3cf0e1f51a6e9d081b0d6"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T13:24:02.991Z""""",Footbal Kenya,0
"ObjectId(""5fb3d07e1f51a6e9d081b0d8"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-17T13:30:38.191Z""""",Footbal Morocco,0
"ObjectId(""5fb3d2a75464a2cf7e91463c"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-17T13:39:51.670Z""""",Footbal Morocco,0
"ObjectId(""5fb3d8f0675fe92be1aeeed8"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T14:06:40.027Z""""",Footbal Egypt,0
"ObjectId(""5fb3d905675fe92be1aeeeda"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-17T14:07:01.850Z""""",Footbal Morocco,0
"ObjectId(""5fb3d96d347507508bcdbdaa"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-17T14:08:45.533Z""""",Footbal Morocco,0
"ObjectId(""5fb3db87b93635f5a0fa1109"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-17T14:17:43.217Z""""",Footbal Morocco,0
"ObjectId(""5fb3e5d7cd2eee337a5a4a37"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T15:01:43.822Z""""",Footbal Egypt,0
"ObjectId(""5fb3e5fbcd2eee337a5a4a39"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T15:02:19.680Z""""",Footbal Egypt,0
"ObjectId(""5fb3e6441e34991af4dd7131"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T15:03:32.586Z""""",Footbal Egypt,0
"ObjectId(""5fb423a4b75a66f7d92a32a7"")",5f8dce4c10306b193d6dc073,10003,500,"2020-11-17T19:25:24.245Z""""",Footbal Nigeria,0
"ObjectId(""5fb423a4b75a66f7d92a32a8"")",5f8dce4c10306b193d6dc073,10003,500,"2020-11-17T19:25:24.388Z""""",Footbal Nigeria,0
"ObjectId(""5fb42858e566a674ed4d3b8b"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:45:28.411Z""""",Footbal Kenya,0
"ObjectId(""5fb42858e566a674ed4d3b8c"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:45:28.411Z""""",Footbal Kenya,0
"ObjectId(""5fb42858e566a674ed4d3b8d"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:45:28.411Z""""",Footbal Kenya,0
"ObjectId(""5fb42858e566a674ed4d3b8e"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:45:28.411Z""""",Footbal Kenya,0
"ObjectId(""5fb42858e566a674ed4d3b8f"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:45:28.411Z""""",Footbal Kenya,0
"ObjectId(""5fb428bee566a674ed4d3b96"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:47:10.632Z""""",Footbal Kenya,0
"ObjectId(""5fb428bee566a674ed4d3b97"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:47:10.632Z""""",Footbal Kenya,0
"ObjectId(""5fb428bee566a674ed4d3b98"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:47:10.632Z""""",Footbal Kenya,0
"ObjectId(""5fb428bee566a674ed4d3b99"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:47:10.632Z""""",Footbal Kenya,0
"ObjectId(""5fb428bee566a674ed4d3b9a"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:47:10.632Z""""",Footbal Kenya,0
"ObjectId(""5fb428bee566a674ed4d3b9b"")",5fab843aed0f82781e57f22a,20018,1,"2020-11-17T19:47:10.632Z""""",Footbal Kenya,0
"ObjectId(""5fb4934405753cdc8e169c8d"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T03:21:40.645Z""""",Footbal Morocco,0
"ObjectId(""5fb4935305753cdc8e169c8f"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-18T03:21:55.287Z""""",Footbal Egypt,0
"ObjectId(""5fb494333c3a3a7b56a34fa1"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-18T03:25:39.766Z""""",Footbal Egypt,0
"ObjectId(""5fb494483c3a3a7b56a34fa3"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T03:26:00.914Z""""",Footbal Morocco,0
"ObjectId(""5fb494823c3a3a7b56a34fa5"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T03:26:58.965Z""""",Footbal Morocco,0
"ObjectId(""5fb494943c3a3a7b56a34fa7"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T03:27:16.913Z""""",Footbal Morocco,0
"ObjectId(""5fb4949a3c3a3a7b56a34fa9"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T03:27:22.504Z""""",Footbal Morocco,0
"ObjectId(""5fb495232161c0bab4a6c18a"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T03:29:39.211Z""""",Footbal Tanzania,0
"ObjectId(""5fb495562161c0bab4a6c18c"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T03:30:30.164Z""""",Footbal Morocco,0
"ObjectId(""5fb4957a2161c0bab4a6c18e"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T03:31:06.374Z""""",Footbal Tanzania,0
"ObjectId(""5fb49eb5e979dba3b4886880"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:10:29.370Z""""",Footbal Tanzania,0
"ObjectId(""5fb49ec5e979dba3b4886882"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:10:45.060Z""""",Footbal Tanzania,0
"ObjectId(""5fb49f6e1e3a821872e3d9fc"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:13:34.130Z""""",Footbal Tanzania,0
"ObjectId(""5fb49f811e3a821872e3d9fe"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:13:53.391Z""""",Footbal Tanzania,0
"ObjectId(""5fb49f8c1e3a821872e3da00"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:14:04.993Z""""",Footbal Tanzania,0
"ObjectId(""5fb49ffb1e3a821872e3da02"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:15:55.331Z""""",Footbal Tanzania,0
"ObjectId(""5fb4a0a684123697f2921827"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:18:46.614Z""""",Footbal Tanzania,0
"ObjectId(""5fb4a1b37726912c6de01f13"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:23:15.923Z""""",Footbal Tanzania,0
"ObjectId(""5fb4a1b87726912c6de01f15"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:23:20.931Z""""",Footbal Tanzania,0
"ObjectId(""5fb4a1bb7726912c6de01f17"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:23:23.117Z""""",Footbal Tanzania,0
"ObjectId(""5fb4a1bd7726912c6de01f19"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:23:25.173Z""""",Footbal Tanzania,0
"ObjectId(""5fb4a1bf7726912c6de01f1b"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:23:27.205Z""""",Footbal Tanzania,0
"ObjectId(""5fb4a45f3f6fb8439b1b7089"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:34:39.034Z""""",Footbal Tanzania,0
"ObjectId(""5fb4a4c09f6b0f3aec169f86"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T04:36:16.642Z""""",Footbal Tanzania,0
"ObjectId(""5fb4aaf7ab4881687c1195e2"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T05:02:47.794Z""""",Footbal Tanzania,0
"ObjectId(""5fb4aaffab4881687c1195e4"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T05:02:55.008Z""""",Footbal Tanzania,0
"ObjectId(""5fb4ab02ab4881687c1195e6"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T05:02:58.756Z""""",Footbal Tanzania,0
"ObjectId(""5fb4ab06ab4881687c1195e8"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T05:03:02.264Z""""",Footbal Tanzania,0
"ObjectId(""5fb4ab08ab4881687c1195ea"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T05:03:04.913Z""""",Footbal Tanzania,0
"ObjectId(""5fb4abfaab4881687c1195ec"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:07:06.092Z""""",Footbal Morocco,0
"ObjectId(""5fb4abfcab4881687c1195ee"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:07:08.923Z""""",Footbal Morocco,0
"ObjectId(""5fb4abfeab4881687c1195f0"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:07:10.910Z""""",Footbal Morocco,0
"ObjectId(""5fb4ac00ab4881687c1195f2"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:07:12.607Z""""",Footbal Morocco,0
"ObjectId(""5fb4ac02ab4881687c1195f4"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:07:14.319Z""""",Footbal Morocco,0
"ObjectId(""5fb4ac6fa31d07b9b6ca1255"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:09:03.108Z""""",Footbal Morocco,0
"ObjectId(""5fb4ac71a31d07b9b6ca1257"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:09:05.697Z""""",Footbal Morocco,0
"ObjectId(""5fb4ac73a31d07b9b6ca1259"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:09:07.672Z""""",Footbal Morocco,0
"ObjectId(""5fb4ac75a31d07b9b6ca125b"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T05:09:09.698Z""""",Footbal Morocco,0
"ObjectId(""5fb4c11a780813b92902248f"")",5fab843aed0f82781e57f22b,10003,1,"2020-11-18T06:37:14.226Z""""",Footbal Morocco,0
"ObjectId(""5fb4c126780813b929022491"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T06:37:26.751Z""""",Footbal Tanzania,0
"ObjectId(""5fb4c35f086a20cc63fd2ea0"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T06:46:55.785Z""""",Footbal Tanzania,0
"ObjectId(""5fb4c36d086a20cc63fd2ea2"")",5fab843aed0f82781e57f22c,10003,1,"2020-11-18T06:47:09.844Z""""",Footbal Tanzania,0
"ObjectId(""5fb4eceee566a674ed4d3bba"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bbb"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bbc"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bbd"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bbe"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bbf"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc0"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc1"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc2"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc3"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc4"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc5"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc6"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc7"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc8"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bc9"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bca"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bcb"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bcc"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bcd"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bce"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bcf"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bd0"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb4eceee566a674ed4d3bd1"")",5f8dce4c10306b193d6dc073,10003,1,"2020-11-18T09:44:14.039Z""""",Footbal Nigeria,0
